index,Gu,Latitude,Longitude,Address
0,강남구,37.5176412282367,127.041673152472,서울 강남구 청담동 41-2
1,강남구,37.5128826080616,127.053851672121,서울 강남구 삼성동 145
2,강남구,37.5006050683937,127.0380960158,서울 강남구 역삼동 717
3,강남구,37.5185399593118,127.050708806295,서울 강남구 삼성동 52
4,강남구,37.5135684003677,127.03054130783,서울 강남구 논현동 129-1
5,강남구,37.5167802830689,127.02010810325,서울 강남구 신사동 501-2
